python_expression,natural_language
((36 * 44) - (5 + 16)) - (23 + 50),"multiply 36 by 44, then subtract the sum of 5 and 16, then subtract the sum of 23 and 50."
((36 * 44) - (5 + 16)) + (22 + 24 + 7),"multiply 36 by 44, then subtract the sum of 5 and 16, then add the sum of 22, 24, and 7."
((36 * 44) - (5 + 16)) + 5,"multiply 36 by 44, then subtract the sum of 5 and 16, then add 5."
((36 * 44) - (5 + 16)) * 7,"multiply 36 by 44, then subtract the sum of 5 and 16, then multiply that by 7."
((36 * 44) - (5 + 16)) + (3 + 49),"multiply 36 by 44, then subtract the sum of 5 and 16, then add the sum of 3 and 49."
((36 * 44) - (5 + 16)) - (7 * 11),"multiply 36 by 44, then subtract the sum of 5 and 16, then subtract the product of 7 and 11."
((36 * 44) - (5 + 16)) - (28 + 18),"multiply 36 by 44, then subtract the sum of 5 and 16, then subtract the sum of 28 and 18."
((36 * 44) - (5 + 16)) + (29 + 25 + 2),"multiply 36 by 44, then subtract the sum of 5 and 16, then add the sum of 29, 25, and 2."
34 + 32 + 24 + 49 + 45,"add 34, 32, 24, 49, and 45."
(34 + 32 + 24 + 49 + 45) + 20,"add 34, 32, 24, 49, and 45, then add 20."
(34 + 32 + 24 + 49 + 45) - (12 - 33),"add 34, 32, 24, 49, and 45, then subtract the difference of 12 and 33."
(34 + 32 + 24 + 49 + 45) - (45 + 39),"add 34, 32, 24, 49, and 45, then subtract the sum of 45 and 39."
(34 + 32 + 24 + 49 + 45) + (12 - 48),"add 34, 32, 24, 49, and 45, then add the difference of 12 and 48)."
(34 + 32 + 24 + 49 + 45) - (24 - 21),"add 34, 32, 24, 49, and 45, then subtract the difference of 24 and 21."
(34 + 32 + 24 + 49 + 45) * (2 + 4),"add 34, 32, 24, 49, and 45, then multiply that by the sum of 2 and 4."
(34 + 32 + 24 + 49 + 45) - (9 + 50),"add 34, 32, 24, 49, and 45, then subtract the sum of 9 and 50."
(34 + 32 + 24 + 49 + 45) - (19 - 50),"add 34, 32, 24, 49, and 45, then subtract the difference of 19 and 50."
(34 + 32 + 24 + 49 + 45) + (5 * 2),"add 34, 32, 24, 49, and 45, then add the product of 5 and 2."
(1 * (6 - 8)) + 11,"subtract 8 from 6, multiply that by 1, then add 11."
((1 * (6 - 8)) + 11) - (9 - 31),"subtract 8 from 6, multiply that by 1, then add 11, then subtract the difference of 9 and 31."
((1 * (6 - 8)) + 11) + (8 * 10),"subtract 8 from 6, multiply that by 1, then add 11, then add the product of 8 and 10."
((1 * (6 - 8)) + 11) + (19 - 10),"subtract 8 from 6, multiply that by 1, then add 11, then add the difference of 19 and 10)."
((1 * (6 - 8)) + 11) * (6 + 18),"subtract 8 from 6, multiply that by 1, then add 11, then multiply that by the sum of 6 and 18."
((1 * (6 - 8)) + 11) - 13,"subtract 8 from 6, multiply that by 1, then add 11, then subtract 13."
((1 * (6 - 8)) + 11) * (4 * 10),"subtract 8 from 6, multiply that by 1, then add 11, then multiply that by the product of 4 and 10."
((1 * (6 - 8)) + 11) + (3 - 24),"subtract 8 from 6, multiply that by 1, then add 11, then add the difference of 3 and 24)."
((1 * (6 - 8)) + 11) + (18 + 44),"subtract 8 from 6, multiply that by 1, then add 11, then add the sum of 18 and 44."
((1 * (6 - 8)) + 11) - (29 - 25),"subtract 8 from 6, multiply that by 1, then add 11, then subtract the difference of 29 and 25."
(5 + 31) * (5 + 5) - 49,"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49."
((5 + 31) * (5 + 5) - 49) * (10 * 4),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then multiply that by the product of 10 and 4."
((5 + 31) * (5 + 5) - 49) + (12 + 18),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then add the sum of 12 and 18."
((5 + 31) * (5 + 5) - 49) - (20 + 25 + 20),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then subtract the sum of 20, 25, and 20."
((5 + 31) * (5 + 5) - 49) + (8 + 14),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then add the sum of 8 and 14."
((5 + 31) * (5 + 5) - 49) - (25 - 32),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then subtract the difference of 25 and 32."
((5 + 31) * (5 + 5) - 49) * (3 * 5),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then multiply that by the product of 3 and 5."
((5 + 31) * (5 + 5) - 49) - (22 + 7 + 10),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then subtract the sum of 22, 7, and 10."
((5 + 31) * (5 + 5) - 49) - (26 + 29 + 21),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then subtract the sum of 26, 29, and 21."
((5 + 31) * (5 + 5) - 49) - (12 + 25 + 26),"add 5 and 31, add 5 and 5, multiply the sums, then subtract 49, then subtract the sum of 12, 25, and 26."
(10 + 48) + (34 * 10) - 21,"add 10 and 48, multiply 34 by 10, add the results, then subtract 21."
((10 + 48) + (34 * 10) - 21) - (28 + 41),"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then subtract the sum of 28 and 41."
((10 + 48) + (34 * 10) - 21) * 7,"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then multiply that by 7."
((10 + 48) + (34 * 10) - 21) + (7 * 12),"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then add the product of 7 and 12."
((10 + 48) + (34 * 10) - 21) - 35,"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then subtract 35."
((10 + 48) + (34 * 10) - 21) - (2 * 3),"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then subtract the product of 2 and 3."
((10 + 48) + (34 * 10) - 21) + (44 - 27),"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then add the difference of 44 and 27)."
((10 + 48) + (34 * 10) - 21) + (17 + 19 + 3),"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then add the sum of 17, 19, and 3."
((10 + 48) + (34 * 10) - 21) + 27,"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then add 27."
((10 + 48) + (34 * 10) - 21) + (34 - 19),"add 10 and 48, multiply 34 by 10, add the results, then subtract 21, then add the difference of 34 and 19)."
((45 + 9) * (10 + 42)),"add 45 and 9, add 10 and 42, then multiply the two results."
(((45 + 9) * (10 + 42))) + (15 + 27),"add 45 and 9, add 10 and 42, then multiply the two results, then add the sum of 15 and 27."
(((45 + 9) * (10 + 42))) + (48 + 2),"add 45 and 9, add 10 and 42, then multiply the two results, then add the sum of 48 and 2."
(((45 + 9) * (10 + 42))) * (7 * 4),"add 45 and 9, add 10 and 42, then multiply the two results, then multiply that by the product of 7 and 4."
(((45 + 9) * (10 + 42))) + (28 + 24 + 29),"add 45 and 9, add 10 and 42, then multiply the two results, then add the sum of 28, 24, and 29."
(((45 + 9) * (10 + 42))) * (7 * 5),"add 45 and 9, add 10 and 42, then multiply the two results, then multiply that by the product of 7 and 5."
(((45 + 9) * (10 + 42))) - (20 + 2 + 8),"add 45 and 9, add 10 and 42, then multiply the two results, then subtract the sum of 20, 2, and 8."
(((45 + 9) * (10 + 42))) - (21 + 23 + 2),"add 45 and 9, add 10 and 42, then multiply the two results, then subtract the sum of 21, 23, and 2."
(((45 + 9) * (10 + 42))) - 36,"add 45 and 9, add 10 and 42, then multiply the two results, then subtract 36."
(((45 + 9) * (10 + 42))) + (4 + 15 + 22),"add 45 and 9, add 10 and 42, then multiply the two results, then add the sum of 4, 15, and 22."
(28 + 17) * (25 + 45) - 28,"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28."
((28 + 17) * (25 + 45) - 28) - (7 - 30),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then subtract the difference of 7 and 30."
((28 + 17) * (25 + 45) - 28) - 23,"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then subtract 23."
((28 + 17) * (25 + 45) - 28) * (20 + 15),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then multiply that by the sum of 20 and 15."
((28 + 17) * (25 + 45) - 28) + (20 + 16 + 28),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then add the sum of 20, 16, and 28."
((28 + 17) * (25 + 45) - 28) + (12 + 20 + 16),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then add the sum of 12, 20, and 16."
((28 + 17) * (25 + 45) - 28) - (11 * 4),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then subtract the product of 11 and 4."
((28 + 17) * (25 + 45) - 28) - (36 - 45),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then subtract the difference of 36 and 45."
((28 + 17) * (25 + 45) - 28) + (35 + 17),"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then add the sum of 35 and 17."
((28 + 17) * (25 + 45) - 28) * 3,"add 28 and 17, add 25 and 45, multiply the sums, then subtract 28, then multiply that by 3."
42 * 32 + 18 - 29,"multiply 42 by 32, then add 18, then subtract 29."
(42 * 32 + 18 - 29) + (8 - 34),"multiply 42 by 32, then add 18, then subtract 29, then add the difference of 8 and 34)."
(42 * 32 + 18 - 29) * (2 * 9),"multiply 42 by 32, then add 18, then subtract 29, then multiply that by the product of 2 and 9."
(42 * 32 + 18 - 29) - (45 - 44),"multiply 42 by 32, then add 18, then subtract 29, then subtract the difference of 45 and 44."
(42 * 32 + 18 - 29) - (29 + 23 + 19),"multiply 42 by 32, then add 18, then subtract 29, then subtract the sum of 29, 23, and 19."
(42 * 32 + 18 - 29) - (2 - 28),"multiply 42 by 32, then add 18, then subtract 29, then subtract the difference of 2 and 28."
(42 * 32 + 18 - 29) - (49 + 50),"multiply 42 by 32, then add 18, then subtract 29, then subtract the sum of 49 and 50."
(42 * 32 + 18 - 29) - (16 + 29 + 25),"multiply 42 by 32, then add 18, then subtract 29, then subtract the sum of 16, 29, and 25."
(42 * 32 + 18 - 29) * (5 * 10),"multiply 42 by 32, then add 18, then subtract 29, then multiply that by the product of 5 and 10."
(42 * 32 + 18 - 29) - (33 + 14),"multiply 42 by 32, then add 18, then subtract 29, then subtract the sum of 33 and 14."
((4 + 24) * (3 + 7)),"add 4 and 24, add 3 and 7, then multiply the two results."
(((4 + 24) * (3 + 7))) * 8,"add 4 and 24, add 3 and 7, then multiply the two results, then multiply that by 8."
(((4 + 24) * (3 + 7))) + (7 * 2),"add 4 and 24, add 3 and 7, then multiply the two results, then add the product of 7 and 2."
(((4 + 24) * (3 + 7))) * (8 * 5),"add 4 and 24, add 3 and 7, then multiply the two results, then multiply that by the product of 8 and 5."
(((4 + 24) * (3 + 7))) - (30 + 46),"add 4 and 24, add 3 and 7, then multiply the two results, then subtract the sum of 30 and 46."
(((4 + 24) * (3 + 7))) * 8,"add 4 and 24, add 3 and 7, then multiply the two results, then multiply that by 8."
(((4 + 24) * (3 + 7))) - (12 + 17),"add 4 and 24, add 3 and 7, then multiply the two results, then subtract the sum of 12 and 17."
(((4 + 24) * (3 + 7))) + (20 - 35),"add 4 and 24, add 3 and 7, then multiply the two results, then add the difference of 20 and 35)."
(((4 + 24) * (3 + 7))) - (14 - 31),"add 4 and 24, add 3 and 7, then multiply the two results, then subtract the difference of 14 and 31."
(((4 + 24) * (3 + 7))) + (16 + 30 + 2),"add 4 and 24, add 3 and 7, then multiply the two results, then add the sum of 16, 30, and 2."
(39 + 7) * 16 - (9 + 35),"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35."
((39 + 7) * 16 - (9 + 35)) - 2,"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then subtract 2."
((39 + 7) * 16 - (9 + 35)) - 13,"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then subtract 13."
((39 + 7) * 16 - (9 + 35)) * (12 + 2),"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then multiply that by the sum of 12 and 2."
((39 + 7) * 16 - (9 + 35)) + (15 - 24),"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then add the difference of 15 and 24)."
((39 + 7) * 16 - (9 + 35)) - 4,"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then subtract 4."
((39 + 7) * 16 - (9 + 35)) * (8 + 3),"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then multiply that by the sum of 8 and 3."
((39 + 7) * 16 - (9 + 35)) * 3,"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then multiply that by 3."
((39 + 7) * 16 - (9 + 35)) * 11,"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then multiply that by 11."
((39 + 7) * 16 - (9 + 35)) - 10,"add 39 and 7, multiply that by 16, then subtract the sum of 9 and 35, then subtract 10."
(26 + (10 * 43)) - 30,"multiply 10 by 43, add 26 to that, then subtract 30."
((26 + (10 * 43)) - 30) - 44,"multiply 10 by 43, add 26 to that, then subtract 30, then subtract 44."
((26 + (10 * 43)) - 30) - (38 + 49),"multiply 10 by 43, add 26 to that, then subtract 30, then subtract the sum of 38 and 49."
((26 + (10 * 43)) - 30) - (26 + 22 + 12),"multiply 10 by 43, add 26 to that, then subtract 30, then subtract the sum of 26, 22, and 12."
((26 + (10 * 43)) - 30) - 10,"multiply 10 by 43, add 26 to that, then subtract 30, then subtract 10."
((26 + (10 * 43)) - 30) - (38 + 16),"multiply 10 by 43, add 26 to that, then subtract 30, then subtract the sum of 38 and 16."
((26 + (10 * 43)) - 30) - (42 + 19),"multiply 10 by 43, add 26 to that, then subtract 30, then subtract the sum of 42 and 19."
((26 + (10 * 43)) - 30) + (20 + 11 + 8),"multiply 10 by 43, add 26 to that, then subtract 30, then add the sum of 20, 11, and 8."
((26 + (10 * 43)) - 30) + 11,"multiply 10 by 43, add 26 to that, then subtract 30, then add 11."
((26 + (10 * 43)) - 30) + (22 + 11 + 5),"multiply 10 by 43, add 26 to that, then subtract 30, then add the sum of 22, 11, and 5."
(19 + 40) * 9 - (20 + 1),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1."
((19 + 40) * 9 - (20 + 1)) * 10,"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then multiply that by 10."
((19 + 40) * 9 - (20 + 1)) * (7 * 6),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then multiply that by the product of 7 and 6."
((19 + 40) * 9 - (20 + 1)) + (42 - 23),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then add the difference of 42 and 23)."
((19 + 40) * 9 - (20 + 1)) + (14 + 30 + 29),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then add the sum of 14, 30, and 29."
((19 + 40) * 9 - (20 + 1)) - (31 - 14),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then subtract the difference of 31 and 14."
((19 + 40) * 9 - (20 + 1)) * (3 * 2),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then multiply that by the product of 3 and 2."
((19 + 40) * 9 - (20 + 1)) - (25 + 8 + 21),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then subtract the sum of 25, 8, and 21."
((19 + 40) * 9 - (20 + 1)) * 11,"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then multiply that by 11."
((19 + 40) * 9 - (20 + 1)) - (41 - 38),"add 19 and 40, multiply that by 9, then subtract the sum of 20 and 1, then subtract the difference of 41 and 38."
(18 + 19) * 14 - (11 + 16),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16."
((18 + 19) * 14 - (11 + 16)) + (12 * 5),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then add the product of 12 and 5."
((18 + 19) * 14 - (11 + 16)) * (3 * 4),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then multiply that by the product of 3 and 4."
((18 + 19) * 14 - (11 + 16)) + (5 * 9),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then add the product of 5 and 9."
((18 + 19) * 14 - (11 + 16)) + (39 - 42),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then add the difference of 39 and 42)."
((18 + 19) * 14 - (11 + 16)) - (32 - 33),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then subtract the difference of 32 and 33."
((18 + 19) * 14 - (11 + 16)) + (32 + 22),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then add the sum of 32 and 22."
((18 + 19) * 14 - (11 + 16)) - 45,"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then subtract 45."
((18 + 19) * 14 - (11 + 16)) - (4 + 28 + 19),"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then subtract the sum of 4, 28, and 19."
((18 + 19) * 14 - (11 + 16)) - 43,"add 18 and 19, multiply that by 14, then subtract the sum of 11 and 16, then subtract 43."
(31 + 3) * 24 - (40 + 30),"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30."
((31 + 3) * 24 - (40 + 30)) - (26 - 11),"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then subtract the difference of 26 and 11."
((31 + 3) * 24 - (40 + 30)) * (5 + 5),"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then multiply that by the sum of 5 and 5."
((31 + 3) * 24 - (40 + 30)) + (30 + 43),"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then add the sum of 30 and 43."
((31 + 3) * 24 - (40 + 30)) - (12 * 5),"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then subtract the product of 12 and 5."
((31 + 3) * 24 - (40 + 30)) - (41 - 28),"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then subtract the difference of 41 and 28."
((31 + 3) * 24 - (40 + 30)) + 17,"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then add 17."
((31 + 3) * 24 - (40 + 30)) * 12,"add 31 and 3, multiply that by 24, then subtract the sum of 40 and 30, then multiply that by 12."
